user_id, age, gender, country  , account_age_months, subscription_type, monthly_fee, payment_method, primary_device, devices_used, favorite_genre, avg_watch_time_minutes, watch_sessions_per_week, binge_watch_sessions, completion_rate, rating_given, content_interactions, recommendation_click_rate, days_since_last_login, churned, total_revenue_to_date, watch_efficiency   , engagement_rate
U144095,  54, Male  , Spain    ,                 38, Standard         ,       12.99, UPI           , Tablet        ,            1, Comedy        ,                     56,                       3,                    8,              84,          4.5,                   40,                        83,                    44, Yes    ,    493.62            ,  4.311008468052348 , 10.0
U144096,  47, Male  , Brazil   ,                 20, Premium          ,       12.99, PayPal        , Mobile        ,            1, Comedy        ,                     33,                       2,                    9,              99,          2.0,                   29,                        59,                     1, No     ,    259.8             ,  2.540415704387991 ,  9.666666666666666
U144097,  40, Female, Canada   ,                  7, Basic            ,        7.99, Credit Card   , Smart TV      ,            2, Horror        ,                    161,                      11,                    0,              96,          1.2,                   19,                        99,                     4, No     ,     55.93            , 20.150187734668336 ,  1.5833333333333333
U144098,  53, Female, Germany  ,                 28, Standard         ,       15.99, Debit Card    , Tablet        ,            3, Drama         ,                    246,                      14,                    4,              89,          1.6,                    3,                        60,                    13, No     ,    447.72            , 15.384615384615385 ,  0.2
U144099,  45, Male  , Spain    ,                  2, Standard         ,        7.99, UPI           , Tablet        ,            3, Drama         ,                    189,                      12,                    3,              63,          2.1,                   41,                         3,                    20, No     ,     15.98            , 23.654568210262827 ,  3.1538461538461537
U144100,  18, Male  , USA      ,                 49, Standard         ,       12.99, PayPal        , Smart TV      ,            2, Thriller      ,                    185,                       4,                    7,              75,          4.3,                   33,                        48,                    30, No     ,    636.51            , 14.24172440338722  ,  6.6
U144101,  25, Male  , France   ,                  5, Standard         ,       12.99, Credit Card   , Tablet        ,            3, Thriller      ,                    159,                       9,                    9,              56,          4.9,                    6,                        31,                    47, No     ,     64.95            , 12.240184757505773 ,  0.6
U144102,  59, Male  , UK       ,                 52, Basic            ,       15.99, Debit Card    , Smart TV      ,            3, Drama         ,                     69,                       2,                   14,              83,          1.1,                   29,                         1,                    39, No     ,    831.48            ,  4.315196998123827 ,  9.666666666666666
U144103,  32, Female, India    ,                  7, Basic            ,        7.99, Credit Card   , Mobile        ,            3, Comedy        ,                     24,                       7,                    5,              64,          1.8,                   27,                        53,                     8, No     ,     55.93            ,  3.0037546933667083,  3.375
U144104,  51, Other , Brazil   ,                  8, Basic            ,        7.99, UPI           , Mobile        ,            3, Action        ,                    223,                      18,                    6,              32,          2.4,                   38,                        95,                    37, No     ,     63.92            , 27.909887359198997 ,  2.0
U144105,  36, Female, Canada   ,                 43, Standard         ,        7.99, Debit Card    , Tablet        ,            3, Thriller      ,                    193,                      12,                    8,              92,          1.9,                   44,                        11,                    13, Yes    ,    343.57            , 24.155193992490613 ,  3.3846153846153846
U144106,  61, Other , France   ,                 49, Premium          ,        7.99, Credit Card   , Smart TV      ,            3, Drama         ,                     61,                       2,                    5,              59,          2.3,                   31,                        68,                    53, No     ,    391.51            ,  7.634543178973717 , 10.333333333333334
U144107,  47, Female, UK       ,                 48, Basic            ,        7.99, Credit Card   , Smart TV      ,            3, Documentary   ,                    274,                      18,                    0,              94,          2.8,                   20,                        16,                    51, No     ,    383.52            , 34.292866082603254 ,  1.0526315789473684
U144108,  27, Other , Spain    ,                 28, Standard         ,       15.99, UPI           , Smart TV      ,            3, Sci-Fi        ,                    126,                      10,                    8,              43,          4.6,                    3,                        63,                    35, No     ,    447.72            ,  7.879924953095685 ,  0.2727272727272727
U144109,  61, Female, Japan    ,                 40, Basic            ,       15.99, Credit Card   , Tablet        ,            1, Horror        ,                    179,                      15,                   13,              51,          4.1,                   29,                        30,                    46, Yes    ,    639.6             , 11.194496560350219 ,  1.8125
U144110,  44, Other , UK       ,                 25, Standard         ,        7.99, UPI           , Smart TV      ,            3, Action        ,                     70,                       2,                    2,              84,          5.0,                   28,                        48,                    34, No     ,    199.75            ,  8.760951188986233 ,  9.333333333333334
U144111,  37, Male  , India    ,                 46, Basic            ,       15.99, PayPal        , Smart TV      ,            2, Sci-Fi        ,                    207,                      17,                    3,              74,          1.3,                   11,                        91,                    55, No     ,    735.54            , 12.945590994371482 ,  0.6111111111111112
U144112,  42, Male  , Brazil   ,                 23, Standard         ,        7.99, Credit Card   , Smart TV      ,            2, Action        ,                     45,                       8,                    9,              90,          3.8,                    5,                        45,                    36, No     ,    183.77            ,  5.632040050062578 ,  0.5555555555555556
U144113,  26, Other , UK       ,                 59, Basic            ,       12.99, UPI           , Laptop        ,            3, Action        ,                    271,                       7,                    4,              98,          5.0,                   12,                        98,                    49, Yes    ,    766.41            , 20.86220169361047  ,  1.5
U144114,  57, Male  , USA      ,                 22, Standard         ,       15.99, PayPal        , Mobile        ,            3, Sci-Fi        ,                    128,                      12,                    0,              55,          4.4,                   29,                        72,                    23, No     ,    351.78000000000003,  8.005003126954346 ,  2.230769230769231
U144115,  51, Other , Germany  ,                 25, Basic            ,       12.99, Credit Card   , Tablet        ,            3, Horror        ,                    246,                       3,                   13,              72,          2.7,                   42,                         6,                    25, No     ,    324.75            , 18.937644341801384 , 10.5
U144116,  38, Other , Brazil   ,                  1, Premium          ,        7.99, Debit Card    , Mobile        ,            2, Horror        ,                    106,                      12,                    2,              53,          4.3,                   30,                        17,                    19, Yes    ,      7.99            , 13.266583229036295 ,  2.3076923076923075
U144117,  41, Male  , Spain    ,                 33, Basic            ,       12.99, Credit Card   , Smart TV      ,            2, Action        ,                    188,                       4,                    0,              55,          3.5,                    7,                        12,                    37, No     ,    428.67            , 14.47267128560431  ,  1.4
U144118,  24, Male  , India    ,                 33, Premium          ,       15.99, UPI           , Smart TV      ,            1, Sci-Fi        ,                    164,                      15,                    6,              49,          4.6,                   42,                         2,                    55, No     ,    527.67            , 10.256410256410255 ,  2.625
U144119,  21, Female, Germany  ,                 45, Standard         ,       12.99, UPI           , Mobile        ,            3, Sci-Fi        ,                    120,                      17,                    1,              64,          3.4,                   13,                        13,                    58, No     ,    584.55            ,  9.237875288683602 ,  0.7222222222222222
U144120,  25, Other , Australia,                 14, Basic            ,       12.99, UPI           , Smart TV      ,            1, Sci-Fi        ,                    156,                       9,                    0,              62,          4.8,                   36,                        48,                     4, No     ,    181.86            , 12.009237875288683 ,  3.6
U144121,  30, Female, Brazil   ,                  1, Basic            ,        7.99, Debit Card    , Smart TV      ,            1, Comedy        ,                     95,                       2,                    5,              75,          1.2,                    3,                        62,                     7, Yes    ,      7.99            , 11.889862327909887 ,  1.0
U144122,  38, Other , France   ,                 53, Basic            ,       12.99, Credit Card   , Mobile        ,            3, Thriller      ,                     72,                       9,                    1,              97,          3.1,                   31,                        99,                    21, No     ,    688.47            ,  5.542725173210162 ,  3.1
U144123,  52, Other , France   ,                 55, Basic            ,       12.99, Debit Card    , Smart TV      ,            2, Romance       ,                    149,                      11,                   10,              43,          1.6,                   37,                        62,                    44, Yes    ,    714.45            , 11.47036181678214  ,  3.0833333333333335
U144124,  22, Female, Canada   ,                 39, Basic            ,       15.99, UPI           , Tablet        ,            2, Documentary   ,                    104,                       8,                   11,              93,          4.7,                   38,                        25,                    16, No     ,    623.61            ,  6.504065040650406 ,  4.222222222222222
U144125,  25, Male  , Spain    ,                 24, Standard         ,        7.99, Debit Card    , Laptop        ,            3, Drama         ,                    177,                      19,                   11,              88,          1.6,                   10,                        42,                    40, No     ,    191.76            , 22.152690863579473 ,  0.5
U144126,  19, Female, Australia,                 12, Basic            ,       15.99, UPI           , Laptop        ,            1, Documentary   ,                    265,                      19,                   11,              68,          2.2,                   32,                        98,                     8, No     ,    191.88            , 16.57285803627267  ,  1.6
U144127,  41, Male  , France   ,                 13, Standard         ,       15.99, Credit Card   , Tablet        ,            1, Horror        ,                    286,                       7,                    1,              99,          2.0,                   21,                        39,                    42, No     ,    207.87            , 17.88617886178862  ,  2.625
U144128,  59, Male  , Spain    ,                 23, Standard         ,       15.99, Credit Card   , Laptop        ,            3, Sci-Fi        ,                    150,                      19,                    3,              33,          5.0,                   45,                        26,                    15, Yes    ,    367.77            ,  9.380863039399625 ,  2.25
U144129,  33, Other , Brazil   ,                  4, Standard         ,        7.99, UPI           , Mobile        ,            1, Sci-Fi        ,                     18,                      18,                    3,              64,          4.7,                   19,                        41,                     5, No     ,     31.96            ,  2.252816020025031 ,  1.0
U144130,  21, Female, Brazil   ,                 34, Premium          ,       15.99, UPI           , Tablet        ,            1, Horror        ,                    135,                      10,                    4,              81,          2.8,                    2,                        18,                    40, No     ,    543.66            ,  8.442776735459661 ,  0.18181818181818182
U144131,  47, Female, Brazil   ,                 38, Premium          ,        7.99, Debit Card    , Tablet        ,            2, Action        ,                    238,                       9,                   14,              94,          1.6,                   32,                        89,                    29, No     ,    303.62            , 29.78723404255319  ,  3.2
U144132,  63, Male  , USA      ,                 27, Standard         ,       12.99, UPI           , Laptop        ,            1, Documentary   ,                    223,                       1,                   14,              94,          3.7,                   36,                        21,                    24, No     ,    350.73            , 17.167051578137027 , 18.0
U144133,  47, Male  , UK       ,                 32, Premium          ,       15.99, PayPal        , Laptop        ,            3, Comedy        ,                     38,                       5,                    9,              61,          2.9,                   49,                        91,                    29, No     ,    511.68            ,  2.3764853033145714,  8.166666666666666
U144134,  52, Other , Spain    ,                 43, Basic            ,       15.99, Credit Card   , Smart TV      ,            1, Romance       ,                    274,                       2,                    2,              76,          3.7,                   49,                        86,                     9, Yes    ,    687.57            , 17.13570981863665  , 16.333333333333332
U144135,  59, Other , Brazil   ,                 27, Standard         ,       12.99, Debit Card    , Laptop        ,            2, Action        ,                     89,                      18,                   13,              30,          1.8,                    3,                        28,                    25, No     ,    350.73            ,  6.851424172440338 ,  0.15789473684210525
U144136,  30, Male  , Canada   ,                 59, Basic            ,        7.99, UPI           , Smart TV      ,            3, Documentary   ,                    242,                      15,                    8,              52,          3.6,                   12,                        92,                    34, Yes    ,    471.41            , 30.287859824780977 ,  0.75
U144137,  54, Other , Germany  ,                 59, Standard         ,       15.99, UPI           , Mobile        ,            2, Sci-Fi        ,                     36,                       6,                    8,              40,          2.5,                   20,                        94,                    18, Yes    ,    943.41            ,  2.25140712945591  ,  2.857142857142857
U144138,  28, Male  , Germany  ,                  1, Premium          ,       12.99, Debit Card    , Tablet        ,            2, Sci-Fi        ,                    224,                       5,                    7,              99,          4.3,                   25,                        74,                    42, No     ,     12.99            , 17.244033872209393 ,  4.166666666666667
U144139,  36, Female, France   ,                 53, Basic            ,       15.99, UPI           , Mobile        ,            2, Drama         ,                    265,                       1,                    9,              31,          3.7,                   16,                        36,                    57, No     ,    847.47            , 16.57285803627267  ,  8.0
U144140,  35, Other , Australia,                 12, Basic            ,       15.99, PayPal        , Mobile        ,            2, Sci-Fi        ,                     90,                       9,                    0,              72,          2.0,                   41,                        65,                     9, No     ,    191.88            ,  5.628517823639775 ,  4.1
U144141,  34, Female, France   ,                  7, Standard         ,       12.99, Credit Card   , Smart TV      ,            1, Documentary   ,                    228,                      11,                    3,              76,          2.8,                   39,                        94,                    27, No     ,     90.93            , 17.551963048498845 ,  3.25
U144142,  28, Male  , Japan    ,                 39, Basic            ,       15.99, Debit Card    , Tablet        ,            1, Thriller      ,                    262,                       6,                    3,              43,          3.3,                    3,                         0,                    47, No     ,    623.61            , 16.38524077548468  ,  0.42857142857142855
U144143,  32, Other , Australia,                  7, Standard         ,        7.99, UPI           , Mobile        ,            2, Horror        ,                    125,                      12,                    8,              88,          3.3,                   15,                        64,                    59, No     ,     55.93            , 15.644555694618273 ,  1.1538461538461537
U144144,  25, Male  , Canada   ,                 51, Premium          ,        7.99, UPI           , Smart TV      ,            3, Action        ,                    245,                       4,                    4,              87,          2.6,                   32,                        28,                    58, No     ,    407.49            , 30.663329161451813 ,  6.4
U144145,  61, Female, France   ,                 16, Basic            ,       15.99, PayPal        , Mobile        ,            2, Horror        ,                    157,                      16,                   11,              64,          1.5,                   12,                        32,                    36, No     ,    255.84            ,  9.81863664790494  ,  0.7058823529411765
U144146,  46, Other , Spain    ,                 28, Basic            ,        7.99, Credit Card   , Laptop        ,            1, Thriller      ,                     39,                      11,                   14,              41,          2.5,                   33,                        68,                    11, No     ,    223.72            ,  4.881101376720901 ,  2.75
U144147,  34, Female, Germany  ,                 51, Standard         ,       15.99, UPI           , Tablet        ,            2, Drama         ,                    125,                      11,                   10,              94,          4.1,                   27,                        43,                    10, No     ,    815.49            ,  7.817385866166354 ,  2.25
U144148,  43, Female, USA      ,                 46, Standard         ,       12.99, PayPal        , Laptop        ,            3, Horror        ,                    216,                      19,                    2,              78,          3.2,                   16,                        25,                    28, No     ,    597.54            , 16.628175519630485 ,  0.8
U144149,  22, Male  , Canada   ,                 50, Basic            ,        7.99, Credit Card   , Mobile        ,            1, Drama         ,                    156,                       5,                   14,              61,          2.3,                    1,                         7,                    51, No     ,    399.5             , 19.524405506883603 ,  0.16666666666666666
U144150,  21, Female, USA      ,                 56, Premium          ,       15.99, Credit Card   , Mobile        ,            2, Comedy        ,                     18,                      11,                    7,              66,          4.2,                   20,                        54,                    24, No     ,    895.44            ,  1.125703564727955 ,  1.6666666666666667
U144151,  41, Female, India    ,                 42, Premium          ,       15.99, Credit Card   , Smart TV      ,            1, Thriller      ,                    101,                       7,                    4,              38,          4.8,                   37,                        51,                    23, No     ,    671.58            ,  6.316447779862414 ,  4.625
U144152,  28, Female, Brazil   ,                 44, Standard         ,       15.99, PayPal        , Laptop        ,            1, Horror        ,                     57,                      19,                    3,              64,          2.9,                   30,                        65,                    18, No     ,    703.5600000000001 ,  3.5647279549718576,  1.5
U144153,  47, Male  , France   ,                 34, Basic            ,       12.99, Debit Card    , Smart TV      ,            2, Romance       ,                    136,                      19,                    0,              54,          3.6,                   26,                        38,                    39, No     ,    441.66            , 10.469591993841416 ,  1.3
U144154,  57, Female, France   ,                  9, Standard         ,       15.99, Debit Card    , Mobile        ,            2, Romance       ,                     96,                       8,                   14,              61,          4.7,                   41,                        94,                    15, No     ,    143.91            ,  6.0037523452157595,  4.555555555555555
U144155,  52, Male  , Germany  ,                 41, Premium          ,       15.99, Credit Card   , Tablet        ,            2, Action        ,                    126,                      16,                    6,              43,          1.6,                   16,                        35,                    38, No     ,    655.59            ,  7.879924953095685 ,  0.9411764705882353
U144156,  61, Other , Spain    ,                 37, Premium          ,        7.99, UPI           , Smart TV      ,            2, Sci-Fi        ,                    174,                      12,                   13,              78,          2.1,                   15,                        13,                    45, Yes    ,    295.63            , 21.777221526908637 ,  1.1538461538461537
U144157,  62, Other , India    ,                 22, Basic            ,       15.99, Credit Card   , Laptop        ,            2, Action        ,                    177,                       6,                    5,              66,          4.8,                   22,                        95,                    22, Yes    ,    351.78000000000003, 11.069418386491558 ,  3.142857142857143
U144158,  50, Male  , Canada   ,                 50, Premium          ,       15.99, UPI           , Smart TV      ,            2, Thriller      ,                    206,                      16,                    6,              30,          1.0,                   43,                        14,                    17, No     ,    799.5             , 12.883051907442152 ,  2.5294117647058822
U144159,  53, Other , Canada   ,                 55, Basic            ,       12.99, Credit Card   , Laptop        ,            3, Action        ,                    286,                      16,                    6,              37,          3.5,                   44,                        52,                    27, No     ,    714.45            , 22.01693610469592  ,  2.588235294117647
U144160,  38, Female, Australia,                 12, Premium          ,       12.99, Debit Card    , Tablet        ,            1, Sci-Fi        ,                    116,                      11,                    5,              79,          3.5,                   18,                        17,                    18, No     ,    155.88            ,  8.929946112394148 ,  1.5
U144161,  55, Female, UK       ,                  7, Premium          ,        7.99, UPI           , Tablet        ,            3, Comedy        ,                     64,                       2,                    7,              38,          3.5,                   30,                        87,                    23, No     ,     55.93            ,  8.010012515644556 , 10.0
U144162,  22, Male  , Australia,                 44, Premium          ,       15.99, UPI           , Laptop        ,            2, Action        ,                    208,                       3,                    0,              80,          3.2,                   19,                        49,                    17, Yes    ,    703.5600000000001 , 13.008130081300813 ,  4.75
U144163,  22, Female, Australia,                 26, Basic            ,       12.99, Credit Card   , Tablet        ,            3, Action        ,                    185,                      19,                   11,              82,          2.7,                    2,                        64,                    56, No     ,    337.74            , 14.24172440338722  ,  0.1
U144164,  38, Other , USA      ,                 37, Standard         ,       12.99, PayPal        , Mobile        ,            1, Action        ,                     84,                       6,                   14,              39,          3.7,                   11,                        90,                    18, No     ,    480.63            ,  6.466512702078522 ,  1.5714285714285714
U144165,  42, Other , Brazil   ,                 59, Premium          ,       15.99, Debit Card    , Mobile        ,            1, Horror        ,                    134,                       6,                    9,              36,          2.2,                   42,                        72,                    43, No     ,    943.41            ,  8.380237648530331 ,  6.0
U144166,  27, Male  , Brazil   ,                  6, Basic            ,       12.99, Credit Card   , Laptop        ,            3, Comedy        ,                    299,                       2,                    4,              64,          2.2,                    5,                        93,                    34, No     ,     77.94            , 23.017705927636644 ,  1.6666666666666667
U144167,  36, Other , Brazil   ,                 27, Premium          ,       12.99, Credit Card   , Mobile        ,            1, Documentary   ,                    206,                       1,                    3,              51,          4.5,                   47,                        75,                    12, Yes    ,    350.73            , 15.858352578906851 , 23.5
U144168,  49, Other , Canada   ,                 27, Standard         ,        7.99, Credit Card   , Tablet        ,            2, Action        ,                    226,                      11,                    8,              55,          2.5,                   48,                        24,                    54, Yes    ,    215.73000000000002, 28.285356695869837 ,  4.0
U144169,  35, Other , Canada   ,                 29, Standard         ,        7.99, Debit Card    , Smart TV      ,            3, Drama         ,                    157,                      14,                    6,              82,          3.8,                   33,                        55,                    22, No     ,    231.71            , 19.64956195244055  ,  2.2
U144170,  51, Male  , Germany  ,                 34, Basic            ,        7.99, Debit Card    , Laptop        ,            3, Romance       ,                    224,                       7,                    5,              47,          3.0,                   47,                        30,                    39, No     ,    271.66            , 28.035043804755944 ,  5.875
U144171,  32, Male  , Japan    ,                 36, Premium          ,       12.99, Credit Card   , Laptop        ,            3, Documentary   ,                    127,                      16,                    8,              73,          2.0,                   26,                        40,                    54, No     ,    467.64            ,  9.776751347190146 ,  1.5294117647058822
U144172,  41, Female, Brazil   ,                 31, Premium          ,       15.99, Debit Card    , Smart TV      ,            2, Sci-Fi        ,                    265,                       7,                    0,              65,          3.0,                   16,                        84,                    35, Yes    ,    495.69            , 16.57285803627267  ,  2.0
U144173,  22, Other , Brazil   ,                 55, Basic            ,       15.99, Credit Card   , Tablet        ,            1, Thriller      ,                    292,                       8,                    2,              90,          1.9,                   42,                        44,                    49, No     ,    879.45            , 18.2614133833646   ,  4.666666666666667
U144174,  49, Other , India    ,                 29, Premium          ,       12.99, Credit Card   , Laptop        ,            2, Documentary   ,                    177,                      13,                   11,              88,          3.3,                   10,                        39,                    33, No     ,    376.71            , 13.625866050808314 ,  0.7142857142857143
U144175,  26, Male  , Australia,                 22, Premium          ,        7.99, UPI           , Laptop        ,            1, Romance       ,                    241,                       6,                    1,              53,          3.0,                    2,                        82,                    48, No     ,    175.78            , 30.16270337922403  ,  0.2857142857142857
U144176,  22, Other , France   ,                  7, Premium          ,       15.99, UPI           , Smart TV      ,            2, Comedy        ,                    135,                       8,                    7,              33,          1.6,                   14,                        92,                    58, Yes    ,    111.93            ,  8.442776735459661 ,  1.5555555555555556
U144177,  22, Female, Spain    ,                 57, Premium          ,       12.99, Credit Card   , Laptop        ,            1, Comedy        ,                     11,                       1,                    1,              80,          2.6,                   22,                        11,                    14, No     ,    740.4300000000001 ,  0.8468052347959969, 11.0
U144178,  58, Other , Japan    ,                  9, Premium          ,       15.99, UPI           , Smart TV      ,            1, Sci-Fi        ,                    183,                      11,                    6,              91,          1.6,                   25,                        78,                    14, No     ,    143.91            , 11.444652908067543 ,  2.0833333333333335
U144179,  58, Male  , Brazil   ,                 18, Premium          ,       15.99, UPI           , Tablet        ,            3, Documentary   ,                     55,                      14,                    2,              93,          3.3,                   33,                        42,                    46, No     ,    287.82            ,  3.4396497811131956,  2.2
U144180,  51, Other , UK       ,                 12, Premium          ,        7.99, UPI           , Tablet        ,            2, Romance       ,                    283,                      10,                   13,              45,          2.1,                   20,                        43,                    56, Yes    ,     95.88            , 35.419274092615765 ,  1.8181818181818181
U144181,  24, Female, Japan    ,                 19, Standard         ,        7.99, PayPal        , Tablet        ,            1, Action        ,                     61,                      15,                    0,              76,          4.3,                   35,                        75,                    52, No     ,    151.81            ,  7.634543178973717 ,  2.1875
U144182,  43, Female, France   ,                 35, Premium          ,        7.99, Credit Card   , Laptop        ,            2, Sci-Fi        ,                    299,                      13,                   13,              86,          4.1,                    8,                        19,                     5, No     ,    279.65000000000003, 37.42177722152691  ,  0.5714285714285714
U144183,  18, Male  , Brazil   ,                  3, Premium          ,        7.99, Debit Card    , Mobile        ,            3, Comedy        ,                    122,                       6,                    4,              91,          1.6,                   11,                        48,                    57, No     ,     23.97            , 15.269086357947433 ,  1.5714285714285714
U144184,  51, Female, France   ,                 43, Basic            ,       12.99, UPI           , Mobile        ,            2, Comedy        ,                     96,                       6,                    2,              98,          2.3,                   25,                        39,                    35, No     ,    558.57            ,  7.390300230946882 ,  3.5714285714285716
U144185,  43, Other , Canada   ,                 32, Premium          ,       12.99, PayPal        , Laptop        ,            2, Sci-Fi        ,                    108,                       2,                   10,              98,          3.5,                   47,                        74,                    16, No     ,    415.68            ,  8.314087759815243 , 15.666666666666666
U144186,  49, Female, Australia,                  8, Premium          ,       12.99, PayPal        , Smart TV      ,            1, Sci-Fi        ,                    210,                       6,                    8,              86,          1.5,                   12,                        30,                    49, No     ,    103.92            , 16.166281755196305 ,  1.7142857142857142
U144187,  29, Female, Germany  ,                  2, Premium          ,       12.99, Debit Card    , Tablet        ,            2, Drama         ,                    270,                      13,                   13,              66,          4.8,                   42,                        52,                    50, No     ,     25.98            , 20.785219399538107 ,  3.0
U144188,  23, Male  , Brazil   ,                 10, Basic            ,       15.99, Credit Card   , Tablet        ,            1, Sci-Fi        ,                    138,                      10,                    9,              73,          4.1,                   38,                        84,                    58, No     ,    159.9             ,  8.630393996247655 ,  3.4545454545454546
U144189,  37, Female, Spain    ,                 57, Premium          ,       15.99, Debit Card    , Mobile        ,            2, Documentary   ,                    254,                       2,                   11,              84,          1.9,                    7,                        47,                    25, No     ,    911.4300000000001 , 15.884928080050031 ,  2.3333333333333335
U144190,  36, Male  , India    ,                 35, Premium          ,       15.99, Debit Card    , Mobile        ,            3, Comedy        ,                    133,                       4,                    5,              41,          2.2,                    9,                        97,                    49, No     ,    559.65            ,  8.317698561601    ,  1.8
U144191,  33, Other , Japan    ,                 11, Standard         ,        7.99, PayPal        , Tablet        ,            3, Comedy        ,                    215,                       1,                    5,              99,          3.8,                    3,                        84,                    40, No     ,     87.89            , 26.90863579474343  ,  1.5
U144192,  21, Female, Japan    ,                 28, Basic            ,       12.99, UPI           , Tablet        ,            2, Horror        ,                    266,                      16,                   10,              30,          3.6,                   20,                        57,                    10, No     ,    363.72            , 20.47729022324865  ,  1.1764705882352942
U144193,  49, Other , Australia,                 16, Basic            ,       15.99, Credit Card   , Laptop        ,            3, Action        ,                    119,                       9,                    7,              91,          5.0,                   16,                        17,                    37, No     ,    255.84            ,  7.442151344590369 ,  1.6
U144194,  35, Other , Australia,                 51, Basic            ,       15.99, Credit Card   , Laptop        ,            1, Documentary   ,                     98,                       1,                    7,              97,          2.6,                   42,                        74,                     0, No     ,    815.49            ,  6.1288305190744214, 21.0
U144195,  22, Female, France   ,                 50, Basic            ,        7.99, UPI           , Smart TV      ,            3, Horror        ,                    194,                       3,                   11,              36,          2.9,                   14,                        83,                     6, No     ,    399.5             , 24.28035043804756  ,  3.5
U144196,  23, Female, Canada   ,                 41, Standard         ,        7.99, PayPal        , Tablet        ,            3, Drama         ,                    200,                       5,                    9,              79,          4.0,                   16,                        59,                    31, No     ,    327.59000000000003, 25.031289111389235 ,  2.6666666666666665
U144197,  31, Male  , Germany  ,                 37, Basic            ,       12.99, UPI           , Laptop        ,            2, Romance       ,                    263,                      13,                    9,              86,          1.7,                   40,                        46,                    31, Yes    ,    480.63            , 20.24634334103156  ,  2.857142857142857
U144198,  35, Female, France   ,                 31, Basic            ,       12.99, UPI           , Mobile        ,            3, Documentary   ,                     14,                      14,                   13,              71,          1.1,                   44,                        99,                    22, Yes    ,    402.69            ,  1.077752117013087 ,  2.933333333333333
U144199,  27, Male  , France   ,                 27, Premium          ,       15.99, UPI           , Tablet        ,            2, Comedy        ,                     46,                       9,                   12,              73,          1.4,                   47,                         3,                    41, No     ,    431.73            ,  2.8767979987492183,  4.7
U144200,  40, Female, USA      ,                 32, Standard         ,       15.99, Debit Card    , Tablet        ,            3, Action        ,                    218,                      19,                    9,              43,          1.6,                   29,                        92,                    38, No     ,    511.68            , 13.633520950594122 ,  1.45
U144201,  35, Female, USA      ,                 48, Standard         ,       15.99, PayPal        , Smart TV      ,            3, Comedy        ,                     90,                      17,                    1,              62,          4.1,                   12,                        42,                    42, No     ,    767.52            ,  5.628517823639775 ,  0.6666666666666666
U144202,  21, Female, Japan    ,                 32, Standard         ,       15.99, UPI           , Smart TV      ,            2, Drama         ,                    223,                      13,                    4,              43,          5.0,                   27,                        67,                     5, No     ,    511.68            , 13.946216385240776 ,  1.9285714285714286
U144203,  49, Female, Germany  ,                  8, Standard         ,       15.99, Credit Card   , Smart TV      ,            3, Thriller      ,                     13,                       4,                   12,              94,          2.1,                   15,                        64,                    19, No     ,    127.92            ,  0.8130081300813008,  3.0
U144204,  64, Female, Brazil   ,                  3, Standard         ,       12.99, PayPal        , Smart TV      ,            1, Documentary   ,                     46,                       6,                    2,              49,          2.8,                   36,                        73,                    11, Yes    ,     38.97            ,  3.5411855273287145,  5.142857142857143
U144205,  23, Male  , France   ,                 55, Premium          ,        7.99, Debit Card    , Tablet        ,            2, Comedy        ,                    298,                       3,                    8,              47,          3.0,                   43,                        60,                     8, No     ,    439.45            , 37.29662077596996  , 10.75
U144206,  43, Female, Canada   ,                 37, Standard         ,        7.99, Credit Card   , Laptop        ,            3, Horror        ,                    237,                      14,                    6,              88,          4.4,                   44,                        47,                     4, No     ,    295.63            , 29.662077596996244 ,  2.933333333333333
U144207,  23, Male  , USA      ,                 14, Basic            ,       12.99, PayPal        , Laptop        ,            2, Documentary   ,                     31,                       7,                    8,              38,          1.5,                   44,                        64,                    20, No     ,    181.86            ,  2.386451116243264 ,  5.5
U144208,  52, Male  , France   ,                 13, Standard         ,       15.99, Debit Card    , Smart TV      ,            1, Sci-Fi        ,                    234,                       9,                   11,              47,          3.7,                   28,                        28,                    57, No     ,    207.87            , 14.634146341463415 ,  2.8
U144209,  58, Female, France   ,                 12, Standard         ,       12.99, Credit Card   , Smart TV      ,            2, Drama         ,                    109,                       8,                   13,              47,          2.4,                    7,                        67,                     7, Yes    ,    155.88            ,  8.391070053887606 ,  0.7777777777777778
U144210,  60, Female, India    ,                 38, Standard         ,       15.99, UPI           , Laptop        ,            2, Thriller      ,                    159,                      17,                   14,              42,          4.0,                   28,                        11,                    58, Yes    ,    607.62            ,  9.943714821763603 ,  1.5555555555555556
U144211,  22, Female, France   ,                 18, Standard         ,       12.99, UPI           , Smart TV      ,            1, Documentary   ,                    120,                       3,                    9,              51,          2.0,                   42,                        26,                    40, No     ,    233.82            ,  9.237875288683602 , 10.5
